PMID,QID,question,evidence,rationale,answer
37632026,1,Does the paper report HIV sequences from patient samples?,"The paper states that ""759 patients (≥15 years) experiencing virological failure were included in the study"" and that ""genotypic resistance testing (GRT) was performed on plasma samples from treatment-failing patients"".","The paper clearly states that it includes patient samples and that genotypic resistance testing was performed on these samples, which implies that HIV sequences were obtained from the samples.",Yes
37632026,2,Does the paper report in vitro drug susceptibility data?,"The paper states that ""the Stanford University database (Stanford HIVdb) was used to identify drug resistance mutations (DRMs)"" and that ""potentially active drugs after first- and second-line failure"" were identified.","The paper does not explicitly state that in vitro drug susceptibility testing was performed, but it does mention the use of a database to identify drug resistance mutations, which suggests that some form of susceptibility data was analyzed.",No
37632026,3,Were sequences from the paper made publicly available?,"The paper states that ""sequences generated for the purpose of this study were submitted to Genbank under the following accession numbers: MK580543-MK580618 ; JF273935-JF273965 ; JQ796152-JQ796169, MK867721-MK867755 ; and OQ985493-OQ985958"".","The paper explicitly states that the sequences were submitted to Genbank and provides the accession numbers, which means that the sequences are publicly available.",Yes
37632026,4,What were the GenBank accession numbers for sequenced HIV isolates?,"The paper states that ""sequences generated for the purpose of this study were submitted to Genbank under the following accession numbers: MK580543-MK580618 ; JF273935-JF273965 ; JQ796152-JQ796169, MK867721-MK867755 ; and OQ985493-OQ985958"".",The paper provides the GenBank accession numbers for the sequenced HIV isolates.,"MK580543-MK580618 ; JF273935-JF273965 ; JQ796152-JQ796169, MK867721-MK867755 ; and OQ985493-OQ985958"
37632026,5,How many individuals had samples obtained for HIV sequencing?,"The paper states that ""759 patients (≥15 years) experiencing virological failure were included in the study"".",The paper clearly states the number of individuals who had samples obtained for HIV sequencing.,759
37632026,6,From which countries were the sequenced samples obtained?,The paper states that the study was conducted in Cameroon.,"The paper does not explicitly state the country of origin for the samples, but it does mention that the study was conducted in Cameroon, which suggests that the samples were obtained from Cameroon.",Cameroon
37632026,7,From what years were the sequenced samples obtained?,The paper states that the study was conducted from November 2011 to August 2019.,The paper provides the time period during which the samples were obtained.,2011-2019
37632026,8,Were samples cloned prior to sequencing?,The paper does not mention cloning as part of the sequencing process.,"The paper does not provide any information about cloning, which suggests that it was not performed.",No
37632026,9,Which HIV genes were reported to have been sequenced?,"The paper states that ""HIV-1 pol-gene (protease and reverse-transcriptase regions) was amplified"".","The paper explicitly states that the pol gene was sequenced, which includes the protease and reverse-transcriptase regions.","PR, RT"
37632026,10,What method was used for sequencing?,"The paper states that ""sequencing was performed using an Applied Biosystems 3500 genetic analyzer"".",The paper provides information about the sequencing method used.,Sanger sequencing
37632026,11,What type of samples were sequenced?,"The paper states that ""plasma samples were used for genotypic resistance testing"".",The paper explicitly states that plasma samples were used for sequencing.,Plasma
37632026,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper states that ""759 patients (≥15 years) experiencing virological failure were included in the study"".",The paper clearly states that the individuals who had samples obtained for HIV sequencing were experiencing virological failure on a treatment regimen.,Yes
37632026,13,Were the patients in the study in a clinical trial?,The paper does not mention a clinical trial.,"The paper does not provide any information about a clinical trial, which suggests that the patients were not part of a clinical trial.",No
37632026,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper states that ""759 patients (≥15 years) experiencing virological failure were included in the study"" and that ""575 (75.8%) were failing non-nucleoside reverse transcriptase inhibitor (NNRTI)-based first-line ART"".",The paper clearly states that the individuals who had samples obtained for HIV sequencing had previously received ARV drugs.,Yes
37632026,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper states that ""575 (75.8%) were failing non-nucleoside reverse transcriptase inhibitor (NNRTI)-based first-line ART"" and that ""184 (24.2%) were failing protease inhibitor (PI/r)-based second-line"".",The paper provides information about the drug classes received by the individuals before sample sequencing.,"NRTIs, NNRTIs, PIs"
37632026,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper states that ""575 (75.8%) were failing non-nucleoside reverse transcriptase inhibitor (NNRTI)-based first-line ART"" and that ""184 (24.2%) were failing protease inhibitor (PI/r)-based second-line"".","The paper does not provide specific information about the drugs received by the individuals before sample sequencing, but it does mention the drug classes.",Not reported
37632071,1,Does the paper report HIV sequences from patient samples?,"The paper does not mention HIV sequences from patient samples. It discusses the virological response of patients to a treatment regimen, but does not report any sequencing data.","The paper focuses on the clinical outcomes of patients switching to a new treatment regimen, and does not involve any genetic sequencing or reporting of HIV sequences.",No
37632071,2,Does the paper report in vitro drug susceptibility data?,"The paper does not report any in vitro drug susceptibility data. It discusses the virological response of patients to a treatment regimen, but does not include any data on drug susceptibility.","The paper focuses on the clinical outcomes of patients switching to a new treatment regimen, and does not involve any in vitro experiments or reporting of drug susceptibility data.",No
37632071,3,Were sequences from the paper made publicly available?,"The paper does not mention making any sequences publicly available. It does not report any sequencing data, and therefore does not discuss making such data available.","The paper focuses on the clinical outcomes of patients switching to a new treatment regimen, and does not involve any genetic sequencing or reporting of HIV sequences.",No
37632071,4,What were the GenBank accession numbers for sequenced HIV isolates?,"The paper does not report any GenBank accession numbers for sequenced HIV isolates. It does not include any sequencing data, and therefore does not provide any accession numbers.","The paper focuses on the clinical outcomes of patients switching to a new treatment regimen, and does not involve any genetic sequencing or reporting of HIV sequences.",Not reported
37632071,5,How many individuals had samples obtained for HIV sequencing?,"The paper does not report any HIV sequencing data. It discusses the virological response of 197 patients to a treatment regimen, but does not involve any genetic sequencing.","The paper focuses on the clinical outcomes of patients switching to a new treatment regimen, and does not involve any genetic sequencing or reporting of HIV sequences.",0
37632071,6,From which countries were the sequenced samples obtained?,"The paper does not report any sequencing data. It discusses the virological response of patients to a treatment regimen in Italy, but does not involve any genetic sequencing.","The paper focuses on the clinical outcomes of patients switching to a new treatment regimen, and does not involve any genetic sequencing or reporting of HIV sequences.",Not applicable
37632071,7,From what years were the sequenced samples obtained?,"The paper does not report any sequencing data. It discusses the virological response of patients to a treatment regimen in the period 2019-2022, but does not involve any genetic sequencing.","The paper focuses on the clinical outcomes of patients switching to a new treatment regimen, and does not involve any genetic sequencing or reporting of HIV sequences.",Not applicable
37632071,8,Were samples cloned prior to sequencing?,"The paper does not report any sequencing data. It discusses the virological response of patients to a treatment regimen, but does not involve any genetic sequencing.","The paper focuses on the clinical outcomes of patients switching to a new treatment regimen, and does not involve any genetic sequencing or reporting of HIV sequences.",Not applicable
37632071,9,Which HIV genes were reported to have been sequenced?,"The paper does not report any sequencing data. It discusses the virological response of patients to a treatment regimen, but does not involve any genetic sequencing.","The paper focuses on the clinical outcomes of patients switching to a new treatment regimen, and does not involve any genetic sequencing or reporting of HIV sequences.",Not reported
37632071,10,What method was used for sequencing?,"The paper does not report any sequencing data. It discusses the virological response of patients to a treatment regimen, but does not involve any genetic sequencing.","The paper focuses on the clinical outcomes of patients switching to a new treatment regimen, and does not involve any genetic sequencing or reporting of HIV sequences.",Not reported
37632071,11,What type of samples were sequenced?,"The paper does not report any sequencing data. It discusses the virological response of patients to a treatment regimen, but does not involve any genetic sequencing.","The paper focuses on the clinical outcomes of patients switching to a new treatment regimen, and does not involve any genetic sequencing or reporting of HIV sequences.",Not applicable
37632071,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper does not report any sequencing data. It discusses the virological response of patients to a treatment regimen, but does not involve any genetic sequencing.","The paper focuses on the clinical outcomes of patients switching to a new treatment regimen, and does not involve any genetic sequencing or reporting of HIV sequences.",Not applicable
37632071,13,Were the patients in the study in a clinical trial?,The paper does not mention a clinical trial. It discusses the virological response of patients to a treatment regimen in a real-world setting.,"The paper focuses on the clinical outcomes of patients switching to a new treatment regimen in a real-world setting, and does not involve a clinical trial.",No
37632071,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper does not report any sequencing data. It discusses the virological response of patients to a treatment regimen, but does not involve any genetic sequencing.","The paper focuses on the clinical outcomes of patients switching to a new treatment regimen, and does not involve any genetic sequencing or reporting of HIV sequences.",No
37632071,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper does not report any sequencing data. It discusses the virological response of patients to a treatment regimen, but does not involve any genetic sequencing.","The paper focuses on the clinical outcomes of patients switching to a new treatment regimen, and does not involve any genetic sequencing or reporting of HIV sequences.",None
37632071,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper does not report any sequencing data. It discusses the virological response of patients to a treatment regimen, but does not involve any genetic sequencing.","The paper focuses on the clinical outcomes of patients switching to a new treatment regimen, and does not involve any genetic sequencing or reporting of HIV sequences.",None
37649807,1,Does the paper report HIV sequences from patient samples?,The paper does not mention HIV sequences from patient samples. It only discusses the analysis of viral load data from patients on antiretroviral therapy.,"The paper focuses on the analysis of viral load data from patients on antiretroviral therapy, and does not mention HIV sequences from patient samples.",No
37649807,2,Does the paper report in vitro drug susceptibility data?,The paper does not mention in vitro drug susceptibility data. It only discusses the analysis of viral load data from patients on antiretroviral therapy.,"The paper focuses on the analysis of viral load data from patients on antiretroviral therapy, and does not mention in vitro drug susceptibility data.",No
37649807,3,Were sequences from the paper made publicly available?,The paper does not mention making sequences publicly available. It only discusses the analysis of viral load data from patients on antiretroviral therapy.,"The paper focuses on the analysis of viral load data from patients on antiretroviral therapy, and does not mention making sequences publicly available.",No
37649807,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not mention GenBank accession numbers for sequenced HIV isolates.,"The paper does not mention HIV sequences from patient samples, and therefore does not provide GenBank accession numbers.",Not reported
37649807,5,How many individuals had samples obtained for HIV sequencing?,The paper does not mention HIV sequencing from patient samples.,"The paper does not mention HIV sequencing from patient samples, and therefore does not provide information on the number of individuals who had samples obtained for HIV sequencing.",0
37649807,6,From which countries were the sequenced samples obtained?,The paper does not mention HIV sequencing from patient samples.,"The paper does not mention HIV sequencing from patient samples, and therefore does not provide information on the countries from which the samples were obtained.",Not applicable
37649807,7,From what years were the sequenced samples obtained?,The paper does not mention HIV sequencing from patient samples.,"The paper does not mention HIV sequencing from patient samples, and therefore does not provide information on the years from which the samples were obtained.",Not applicable
37649807,8,Were samples cloned prior to sequencing?,The paper does not mention HIV sequencing from patient samples.,"The paper does not mention HIV sequencing from patient samples, and therefore does not provide information on whether samples were cloned prior to sequencing.",Not applicable
37649807,9,Which HIV genes were reported to have been sequenced?,The paper does not mention HIV sequencing from patient samples.,"The paper does not mention HIV sequencing from patient samples, and therefore does not provide information on which HIV genes were sequenced.",Not reported
37649807,10,What method was used for sequencing?,The paper does not mention HIV sequencing from patient samples.,"The paper does not mention HIV sequencing from patient samples, and therefore does not provide information on the sequencing method used.",Not reported
37649807,11,What type of samples were sequenced?,The paper does not mention HIV sequencing from patient samples.,"The paper does not mention HIV sequencing from patient samples, and therefore does not provide information on the type of samples sequenced.",Not applicable
37649807,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper does not mention HIV sequencing from patient samples.,"The paper does not mention HIV sequencing from patient samples, and therefore does not provide information on whether sequences were obtained from individuals with virological failure on a treatment regimen.",Not applicable
37649807,13,Were the patients in the study in a clinical trial?,The paper does not mention a clinical trial.,"The paper does not mention a clinical trial, and the study appears to be a retrospective analysis of viral load data from patients on antiretroviral therapy.",No
37649807,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper does not mention HIV sequencing from patient samples.,"The paper does not mention HIV sequencing from patient samples, and therefore does not provide information on whether sequences were obtained from individuals who had previously received ARV drugs.",No
37649807,15,Which drug classes were received by individuals in the study before sample sequencing?,The paper does not mention HIV sequencing from patient samples.,"The paper does not mention HIV sequencing from patient samples, and therefore does not provide information on which drug classes were received by individuals in the study before sample sequencing.",None
37649807,16,Which drugs were received by individuals in the study before sample sequencing?,The paper does not mention HIV sequencing from patient samples.,"The paper does not mention HIV sequencing from patient samples, and therefore does not provide information on which drugs were received by individuals in the study before sample sequencing.",None
37662576,1,Does the paper report HIV sequences from patient samples?,"The paper does not mention HIV sequences from patient samples. It discusses the HIV-1 protease and its inhibitors, and the evolution of drug resistance.","The paper does not report HIV sequences from patient samples. It is a study on the evolution of drug resistance in HIV-1 protease, and it uses molecular dynamics simulations to investigate the dynamic changes that occur during functional dimerization and drug binding of wild-type and common drug-resistant versions of the main protease.",No
37662576,2,Does the paper report in vitro drug susceptibility data?,"The paper does not report in vitro drug susceptibility data. It discusses the binding of darunavir and lopinavir to HIV-1 protease, but it does not provide data on the susceptibility of the virus to these drugs.","The paper does not report in vitro drug susceptibility data. It is a study on the evolution of drug resistance in HIV-1 protease, and it uses molecular dynamics simulations to investigate the dynamic changes that occur during functional dimerization and drug binding of wild-type and common drug-resistant versions of the main protease.",No
37662576,3,Were sequences from the paper made publicly available?,"The paper does not mention making sequences publicly available. It discusses the use of PDB structures and molecular dynamics simulations, but it does not mention depositing sequences in a public database.","The paper does not mention making sequences publicly available. It is a study on the evolution of drug resistance in HIV-1 protease, and it uses molecular dynamics simulations to investigate the dynamic changes that occur during functional dimerization and drug binding of wild-type and common drug-resistant versions of the main protease.",No
37662576,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not mention GenBank accession numbers for sequenced HIV isolates.,"The paper does not mention GenBank accession numbers for sequenced HIV isolates. It is a study on the evolution of drug resistance in HIV-1 protease, and it uses molecular dynamics simulations to investigate the dynamic changes that occur during functional dimerization and drug binding of wild-type and common drug-resistant versions of the main protease.",Not reported
37662576,5,How many individuals had samples obtained for HIV sequencing?,The paper does not mention the number of individuals who had samples obtained for HIV sequencing.,"The paper does not mention the number of individuals who had samples obtained for HIV sequencing. It is a study on the evolution of drug resistance in HIV-1 protease, and it uses molecular dynamics simulations to investigate the dynamic changes that occur during functional dimerization and drug binding of wild-type and common drug-resistant versions of the main protease.",0
37662576,6,From which countries were the sequenced samples obtained?,The paper does not mention the countries from which the sequenced samples were obtained.,"The paper does not mention the countries from which the sequenced samples were obtained. It is a study on the evolution of drug resistance in HIV-1 protease, and it uses molecular dynamics simulations to investigate the dynamic changes that occur during functional dimerization and drug binding of wild-type and common drug-resistant versions of the main protease.",Not applicable
37662576,7,From what years were the sequenced samples obtained?,The paper does not mention the years from which the sequenced samples were obtained.,"The paper does not mention the years from which the sequenced samples were obtained. It is a study on the evolution of drug resistance in HIV-1 protease, and it uses molecular dynamics simulations to investigate the dynamic changes that occur during functional dimerization and drug binding of wild-type and common drug-resistant versions of the main protease.",Not applicable
37662576,8,Were samples cloned prior to sequencing?,The paper does not mention cloning of samples prior to sequencing.,"The paper does not mention cloning of samples prior to sequencing. It is a study on the evolution of drug resistance in HIV-1 protease, and it uses molecular dynamics simulations to investigate the dynamic changes that occur during functional dimerization and drug binding of wild-type and common drug-resistant versions of the main protease.",Not applicable
37662576,9,Which HIV genes were reported to have been sequenced?,The paper does not mention sequencing of HIV genes.,"The paper does not mention sequencing of HIV genes. It is a study on the evolution of drug resistance in HIV-1 protease, and it uses molecular dynamics simulations to investigate the dynamic changes that occur during functional dimerization and drug binding of wild-type and common drug-resistant versions of the main protease.",Not reported
37662576,10,What method was used for sequencing?,The paper does not mention sequencing methods.,"The paper does not mention sequencing methods. It is a study on the evolution of drug resistance in HIV-1 protease, and it uses molecular dynamics simulations to investigate the dynamic changes that occur during functional dimerization and drug binding of wild-type and common drug-resistant versions of the main protease.",Not reported
37662576,11,What type of samples were sequenced?,The paper does not mention the type of samples sequenced.,"The paper does not mention the type of samples sequenced. It is a study on the evolution of drug resistance in HIV-1 protease, and it uses molecular dynamics simulations to investigate the dynamic changes that occur during functional dimerization and drug binding of wild-type and common drug-resistant versions of the main protease.",Not applicable
37662576,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper does not mention sequences obtained from individuals with virological failure on a treatment regimen.,"The paper does not mention sequences obtained from individuals with virological failure on a treatment regimen. It is a study on the evolution of drug resistance in HIV-1 protease, and it uses molecular dynamics simulations to investigate the dynamic changes that occur during functional dimerization and drug binding of wild-type and common drug-resistant versions of the main protease.",Not applicable
37662576,13,Were the patients in the study in a clinical trial?,The paper does not mention patients in a clinical trial.,"The paper does not mention patients in a clinical trial. It is a study on the evolution of drug resistance in HIV-1 protease, and it uses molecular dynamics simulations to investigate the dynamic changes that occur during functional dimerization and drug binding of wild-type and common drug-resistant versions of the main protease.",No
37662576,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper does not mention HIV sequences from individuals who had previously received ARV drugs.,"The paper does not mention HIV sequences from individuals who had previously received ARV drugs. It is a study on the evolution of drug resistance in HIV-1 protease, and it uses molecular dynamics simulations to investigate the dynamic changes that occur during functional dimerization and drug binding of wild-type and common drug-resistant versions of the main protease.",No
37662576,15,Which drug classes were received by individuals in the study before sample sequencing?,The paper does not mention drug classes received by individuals in the study before sample sequencing.,"The paper does not mention drug classes received by individuals in the study before sample sequencing. It is a study on the evolution of drug resistance in HIV-1 protease, and it uses molecular dynamics simulations to investigate the dynamic changes that occur during functional dimerization and drug binding of wild-type and common drug-resistant versions of the main protease.",None
37662576,16,Which drugs were received by individuals in the study before sample sequencing?,The paper does not mention specific drugs received by individuals in the study before sample sequencing.,"The paper does not mention specific drugs received by individuals in the study before sample sequencing. It is a study on the evolution of drug resistance in HIV-1 protease, and it uses molecular dynamics simulations to investigate the dynamic changes that occur during functional dimerization and drug binding of wild-type and common drug-resistant versions of the main protease.",Not reported
37674678,1,Does the paper report HIV sequences from patient samples?,"A total of 1,393 participants who were newly diagnosed with HIV-1 and had not received ART between January 2019 and December 2021 were enrolled in this study. HIV-1 pol gene sequence was obtained by viral RNA extraction and nested PCR amplification.","The paper states that genetic sequencing was performed on clinical samples from patients, and the sequences were obtained from viral RNA extraction and nested PCR amplification.",Yes
37674678,2,Does the paper report in vitro drug susceptibility data?,"The paper reports IC50, EC50, EC90, fold change in susceptibility, or similar measures for different antiretroviral drugs.","The paper does not explicitly state that it reports in vitro drug susceptibility data, but it does report the results of drug resistance testing, which includes the level of resistance to different antiretroviral drugs.",No
37674678,3,Were sequences from the paper made publicly available?,"The paper states that the data presented in this study must be deposited and made publicly available in an acceptable repository, prior to publication.",The paper does not provide GenBank accession numbers or state that the sequences have been submitted to a public database.,No
37674678,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported.,The paper does not provide GenBank accession numbers for the sequenced HIV isolates.,Not reported
37674678,5,How many individuals had samples obtained for HIV sequencing?,"A total of 1,393 participants who were newly diagnosed with HIV-1 and had not received ART between January 2019 and December 2021 were enrolled in this study.","The paper states that 1,393 participants were enrolled in the study, but it does not specify how many individuals had samples obtained for HIV sequencing.","1,393"
37674678,6,From which countries were the sequenced samples obtained?,"The study was conducted in Nanjing, China.","The paper states that the study was conducted in Nanjing, China, but it does not specify the country of origin for the sequenced samples.",China
37674678,7,From what years were the sequenced samples obtained?,The study was conducted between January 2019 and December 2021.,The paper states that the study was conducted between January 2019 and December 2021.,2019-2021
37674678,8,Were samples cloned prior to sequencing?,The paper does not mention cloning prior to sequencing.,"The paper does not mention cloning prior to sequencing, and it appears that the samples were sequenced directly.",No
37674678,9,Which HIV genes were reported to have been sequenced?,The paper states that the HIV-1 pol gene sequence was obtained by viral RNA extraction and nested PCR amplification.,The paper specifically mentions that the pol gene was sequenced.,Pol
37674678,10,What method was used for sequencing?,"The paper states that the PCR products were sent to Sangon Biotechnology Co., Ltd. for automatic DNA sequencing using ABI 3730XL.","The paper mentions the use of ABI 3730XL, which is a Sanger sequencing platform.",Sanger sequencing
37674678,11,What type of samples were sequenced?,The paper states that viral RNA was extracted from plasma samples.,The paper specifically mentions that plasma samples were used for sequencing.,Plasma
37674678,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper states that the study included ART-naive individuals.,"The paper specifically mentions that the study included ART-naive individuals, which implies that the sequences were not obtained from individuals with virological failure on a treatment regimen.",No
37674678,13,Were the patients in the study in a clinical trial?,The paper does not mention a clinical trial.,The paper does not provide any information that suggests the patients were in a clinical trial.,No
37674678,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper states that the study included ART-naive individuals.,"The paper specifically mentions that the study included ART-naive individuals, which implies that the sequences were not obtained from individuals who had previously received ARV drugs.",No
37674678,15,Which drug classes were received by individuals in the study before sample sequencing?,Not reported.,The paper does not provide any information about the drug classes received by individuals in the study before sample sequencing.,None
37674678,16,Which drugs were received by individuals in the study before sample sequencing?,Not reported.,The paper does not provide any information about the specific drugs received by individuals in the study before sample sequencing.,None
37701387,1,Does the paper report HIV sequences from patient samples?,"The paper does not mention HIV sequences from patient samples. It discusses the use of antiretroviral therapy (ART) in patients with advanced HIV disease, but does not report any genetic sequencing data.","The paper focuses on the clinical aspects of ART in patients with advanced HIV disease, and does not include any information on genetic sequencing.",No
37701387,2,Does the paper report in vitro drug susceptibility data?,"The paper does not report any in vitro drug susceptibility data. It discusses the efficacy and safety of different ART regimens, but does not include any data on in vitro susceptibility testing.","The paper focuses on the clinical aspects of ART in patients with advanced HIV disease, and does not include any information on in vitro susceptibility testing.",No
37701387,3,Were sequences from the paper made publicly available?,The paper does not mention making any sequences publicly available. It does not include any information on genetic sequencing data.,"The paper does not include any genetic sequencing data, so it is not possible for the sequences to be made publicly available.",No
37701387,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not mention any GenBank accession numbers for sequenced HIV isolates. It does not include any information on genetic sequencing data.,"The paper does not include any genetic sequencing data, so it is not possible to provide any GenBank accession numbers.",Not reported
37701387,5,How many individuals had samples obtained for HIV sequencing?,"The paper does not mention any individuals having samples obtained for HIV sequencing. It discusses the use of ART in patients with advanced HIV disease, but does not include any information on genetic sequencing.","The paper focuses on the clinical aspects of ART in patients with advanced HIV disease, and does not include any information on genetic sequencing.",0
37701387,6,From which countries were the sequenced samples obtained?,The paper does not mention any countries from which sequenced samples were obtained. It does not include any information on genetic sequencing data.,"The paper does not include any genetic sequencing data, so it is not possible to provide any information on the countries from which the samples were obtained.",Not applicable
37701387,7,From what years were the sequenced samples obtained?,The paper does not mention any years from which sequenced samples were obtained. It does not include any information on genetic sequencing data.,"The paper does not include any genetic sequencing data, so it is not possible to provide any information on the years from which the samples were obtained.",Not applicable
37701387,8,Were samples cloned prior to sequencing?,The paper does not mention any samples being cloned prior to sequencing. It does not include any information on genetic sequencing data.,"The paper does not include any genetic sequencing data, so it is not possible to provide any information on whether the samples were cloned prior to sequencing.",Not applicable
37701387,9,Which HIV genes were reported to have been sequenced?,The paper does not mention any HIV genes being sequenced. It does not include any information on genetic sequencing data.,"The paper does not include any genetic sequencing data, so it is not possible to provide any information on which HIV genes were sequenced.",Not reported
37701387,10,What method was used for sequencing?,The paper does not mention any sequencing method being used. It does not include any information on genetic sequencing data.,"The paper does not include any genetic sequencing data, so it is not possible to provide any information on the sequencing method used.",Not reported
37701387,11,What type of samples were sequenced?,The paper does not mention any type of samples being sequenced. It does not include any information on genetic sequencing data.,"The paper does not include any genetic sequencing data, so it is not possible to provide any information on the type of samples sequenced.",Not applicable
37701387,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper does not mention any sequences being obtained from individuals with virological failure on a treatment regimen. It does not include any information on genetic sequencing data.,"The paper does not include any genetic sequencing data, so it is not possible to provide any information on whether any sequences were obtained from individuals with virological failure on a treatment regimen.",Not applicable
37701387,13,Were the patients in the study in a clinical trial?,"The paper mentions the LAPTOP study, which is a randomized controlled trial comparing two different ART regimens in patients with advanced HIV disease.","The paper discusses the LAPTOP study, which is a clinical trial, and also mentions the OPERA cohort and the Rainbow study, which are observational studies.",Yes
37701387,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper does not mention any HIV sequences from individuals who had previously received ARV drugs. It does not include any information on genetic sequencing data.,"The paper does not include any genetic sequencing data, so it is not possible to provide any information on whether any sequences were obtained from individuals who had previously received ARV drugs.",No
37701387,15,Which drug classes were received by individuals in the study before sample sequencing?,The paper does not mention any drug classes being received by individuals in the study before sample sequencing. It does not include any information on genetic sequencing data.,"The paper does not include any genetic sequencing data, so it is not possible to provide any information on which drug classes were received by individuals in the study before sample sequencing.",None
37701387,16,Which drugs were received by individuals in the study before sample sequencing?,The paper does not mention any drugs being received by individuals in the study before sample sequencing. It does not include any information on genetic sequencing data.,"The paper does not include any genetic sequencing data, so it is not possible to provide any information on which drugs were received by individuals in the study before sample sequencing.",None
37716367,1,Does the paper report HIV sequences from patient samples?,The paper does not mention anything about HIV sequences from patient samples. It discusses the development of a checklist for reporting HIV drug resistance studies.,The paper does not provide any information about HIV sequences from patient samples. It focuses on the development of a checklist for reporting HIV drug resistance studies.,No
37716367,2,Does the paper report in vitro drug susceptibility data?,The paper does not mention anything about in vitro drug susceptibility data. It discusses the development of a checklist for reporting HIV drug resistance studies.,The paper does not provide any information about in vitro drug susceptibility data. It focuses on the development of a checklist for reporting HIV drug resistance studies.,No
37716367,3,Were sequences from the paper made publicly available?,The paper does not mention anything about making sequences publicly available. It discusses the development of a checklist for reporting HIV drug resistance studies.,The paper does not provide any information about making sequences publicly available. It focuses on the development of a checklist for reporting HIV drug resistance studies.,No
37716367,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not mention anything about GenBank accession numbers for sequenced HIV isolates. It discusses the development of a checklist for reporting HIV drug resistance studies.,The paper does not provide any information about GenBank accession numbers for sequenced HIV isolates. It focuses on the development of a checklist for reporting HIV drug resistance studies.,Not reported
37716367,5,How many individuals had samples obtained for HIV sequencing?,The paper does not mention anything about the number of individuals who had samples obtained for HIV sequencing. It discusses the development of a checklist for reporting HIV drug resistance studies.,The paper does not provide any information about the number of individuals who had samples obtained for HIV sequencing. It focuses on the development of a checklist for reporting HIV drug resistance studies.,0
37716367,6,From which countries were the sequenced samples obtained?,The paper does not mention anything about the countries from which the sequenced samples were obtained. It discusses the development of a checklist for reporting HIV drug resistance studies.,The paper does not provide any information about the countries from which the sequenced samples were obtained. It focuses on the development of a checklist for reporting HIV drug resistance studies.,Not applicable
37716367,7,From what years were the sequenced samples obtained?,The paper does not mention anything about the years from which the sequenced samples were obtained. It discusses the development of a checklist for reporting HIV drug resistance studies.,The paper does not provide any information about the years from which the sequenced samples were obtained. It focuses on the development of a checklist for reporting HIV drug resistance studies.,Not applicable
37716367,8,Were samples cloned prior to sequencing?,The paper does not mention anything about cloning samples prior to sequencing. It discusses the development of a checklist for reporting HIV drug resistance studies.,The paper does not provide any information about cloning samples prior to sequencing. It focuses on the development of a checklist for reporting HIV drug resistance studies.,Not applicable
37716367,9,Which HIV genes were reported to have been sequenced?,The paper does not mention anything about which HIV genes were reported to have been sequenced. It discusses the development of a checklist for reporting HIV drug resistance studies.,The paper does not provide any information about which HIV genes were reported to have been sequenced. It focuses on the development of a checklist for reporting HIV drug resistance studies.,Not reported
37716367,10,What method was used for sequencing?,The paper does not mention anything about the method used for sequencing. It discusses the development of a checklist for reporting HIV drug resistance studies.,The paper does not provide any information about the method used for sequencing. It focuses on the development of a checklist for reporting HIV drug resistance studies.,Not reported
37716367,11,What type of samples were sequenced?,The paper does not mention anything about the type of samples that were sequenced. It discusses the development of a checklist for reporting HIV drug resistance studies.,The paper does not provide any information about the type of samples that were sequenced. It focuses on the development of a checklist for reporting HIV drug resistance studies.,Not applicable
37716367,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper does not mention anything about sequences obtained from individuals with virological failure on a treatment regimen. It discusses the development of a checklist for reporting HIV drug resistance studies.,The paper does not provide any information about sequences obtained from individuals with virological failure on a treatment regimen. It focuses on the development of a checklist for reporting HIV drug resistance studies.,Not applicable
37716367,13,Were the patients in the study in a clinical trial?,The paper does not mention anything about patients in a clinical trial. It discusses the development of a checklist for reporting HIV drug resistance studies.,The paper does not provide any information about patients in a clinical trial. It focuses on the development of a checklist for reporting HIV drug resistance studies.,No
