PMID,QID,Question,Type,Category,Answer
37381002,9,Which HIV genes were reported to have been sequenced?,List,Technical,pol gene (including PR and RT genes)
37381002,10,What method was used for sequencing?,List,Technical,Next-generation sequencing (NGS) and Sanger sequencing
37381002,11,What type of samples were sequenced?,List,Technical,Blood samples
37381002,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37381002,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
37381002,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37381002,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NRTIs and NNRTIs
37381002,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"TDF, AZT, 3TC, EFV, NVP"
37439411,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37439411,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
37439411,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
37439411,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
37439411,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,5982 naïves and 9387 treatment-experienced PLWH
37439411,6,From which countries were the sequenced samples obtained?,List,Demographics,Italy and sub-Saharan Africa
37439411,7,From what years were the sequenced samples obtained?,List,Demographics,2000-2020
37439411,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available
37439411,9,Which HIV genes were reported to have been sequenced?,List,Technical,Protease and reverse transcriptase genes
37439411,10,What method was used for sequencing?,List,Technical,Not available
37439411,11,What type of samples were sequenced?,List,Technical,RNA samples
37439411,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37439411,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available
37439411,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37439411,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NNRTIs
37439411,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available
37495103,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37495103,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37495103,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Unknown
37495103,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Unknown
37495103,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,271
37495103,6,From which countries were the sequenced samples obtained?,List,Demographics,Russia
37495103,7,From what years were the sequenced samples obtained?,List,Demographics,2018-2022
37495103,8,Were samples cloned prior to sequencing?,Boolean,Technical,Unknown
37495103,9,Which HIV genes were reported to have been sequenced?,List,Technical,PR and RT
37495103,10,What method was used for sequencing?,List,Technical,ABI PRISM 3130xl DNA Analyser
37495103,11,What type of samples were sequenced?,List,Technical,Plasma
37495103,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37495103,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Unknown
37495103,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37495103,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Unknown
37495103,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"TDF, 3TC, EFV, and others"
37498738,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37498738,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37498738,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Unclear
37498738,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37498738,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,101
37498738,6,From which countries were the sequenced samples obtained?,List,Demographics,Not reported
37498738,7,From what years were the sequenced samples obtained?,List,Demographics,Not reported
37498738,8,Were samples cloned prior to sequencing?,Boolean,Technical,Unclear
37498738,9,Which HIV genes were reported to have been sequenced?,List,Technical,"gag, pol, env"
37498738,10,What method was used for sequencing?,List,Technical,Next-generation sequencing (NGS)
37498738,11,What type of samples were sequenced?,List,Technical,Peripheral blood mononuclear cells (PBMCs) or co-culture virus
37498738,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Unclear
37498738,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
37498738,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37498738,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
37498738,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
37515095,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37515095,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37515095,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37515095,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
37515095,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1004
37515095,6,From which countries were the sequenced samples obtained?,List,Demographics,Kazakhstan
37515095,7,From what years were the sequenced samples obtained?,List,Demographics,2017-2020
37515095,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available
37515095,9,Which HIV genes were reported to have been sequenced?,List,Technical,*pol* gene
37515095,10,What method was used for sequencing?,List,Technical,RT-PCR followed by *pol* gene sequencing using AmpliSens ^®^ HIV-Resist-Seq and Applied Biosystems ^®^ Genetic Analyzer 3130
37515095,11,What type of samples were sequenced?,List,Technical,Blood samples
37515095,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not available
37515095,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available
37515095,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37515095,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs (FTC, TDF), NNRTIs (EFV)"
37515095,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"FTC, TDF, EFV"
37515146,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37515146,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
37515146,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
37515146,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,"MK702015-MK702057, MK867695-MK867757, and MK995397-MK995457"
37515146,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,391
37515146,6,From which countries were the sequenced samples obtained?,List,Demographics,Cameroon
37515146,7,From what years were the sequenced samples obtained?,List,Demographics,2014-2019
37515146,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
37515146,9,Which HIV genes were reported to have been sequenced?,List,Technical,pol gene (reverse transcriptase and protease regions)
37515146,10,What method was used for sequencing?,List,Technical,"PCR, agarose gel electrophoresis, and sequencing using specific primers"
37515146,11,What type of samples were sequenced?,List,Technical,Blood samples
37515146,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
37515146,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
37515146,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
37515146,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,None
37515146,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,None
37520425,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37520425,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37520425,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
37520425,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,OQ627458-OQ627474
37520425,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,25
37520425,6,From which countries were the sequenced samples obtained?,List,Demographics,Tanzania
37520425,7,From what years were the sequenced samples obtained?,List,Demographics,2016-2017 and 2019-2020
37520425,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
37520425,9,Which HIV genes were reported to have been sequenced?,List,Technical,"Reverse transcriptase, protease, and INSTI"
37520425,10,What method was used for sequencing?,List,Technical,Direct sequencing reaction using 6 overlapping primers and assembly program (BioEdit 7.2)
37520425,11,What type of samples were sequenced?,List,Technical,Blood plasma
37520425,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37520425,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
37520425,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
37520425,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,No
37520425,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,No
37537871,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37537871,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37537871,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Unknown
37537871,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Unknown
37537871,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,77
37537871,6,From which countries were the sequenced samples obtained?,List,Demographics,Hong Kong
37537871,7,From what years were the sequenced samples obtained?,List,Demographics,2002-2014
37537871,8,Were samples cloned prior to sequencing?,Boolean,Technical,Unknown
37537871,9,Which HIV genes were reported to have been sequenced?,List,Technical,Protease and reverse transcriptase (RT)
37537871,10,What method was used for sequencing?,List,Technical,ONT workflow and Illumina sequencing
37537871,11,What type of samples were sequenced?,List,Technical,Plasma samples
37537871,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37537871,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Unknown
37537871,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Unknown
37537871,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Unknown
37537871,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Unknown
37540331,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
37540331,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37540331,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37540331,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37540331,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not reported
37540331,6,From which countries were the sequenced samples obtained?,List,Demographics,Not reported
37540331,7,From what years were the sequenced samples obtained?,List,Demographics,Not reported
37540331,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
37540331,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not reported
37540331,10,What method was used for sequencing?,List,Technical,Not reported
37540331,11,What type of samples were sequenced?,List,Technical,Not reported
37540331,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
37540331,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
37540331,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
37540331,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
37540331,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
37541705,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
37541705,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37541705,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37541705,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37541705,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not reported
37541705,6,From which countries were the sequenced samples obtained?,List,Demographics,Not reported
37541705,7,From what years were the sequenced samples obtained?,List,Demographics,Not reported
37541705,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
37541705,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not reported
37541705,10,What method was used for sequencing?,List,Technical,Not reported
37541705,11,What type of samples were sequenced?,List,Technical,Not reported
37541705,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not reported
37541705,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
37541705,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Not reported
37541705,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
37541705,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
37546367,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37546367,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37546367,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
37546367,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,OQ886077 - OQ888150
37546367,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,3274
37546367,6,From which countries were the sequenced samples obtained?,List,Demographics,China
37546367,7,From what years were the sequenced samples obtained?,List,Demographics,2011-2022
37546367,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
37546367,9,Which HIV genes were reported to have been sequenced?,List,Technical,pol
37546367,10,What method was used for sequencing?,List,Technical,Sanger sequencing
37546367,11,What type of samples were sequenced?,List,Technical,Plasma
37546367,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
37546367,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
37546367,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37546367,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTI, PI, NNRTI"
37546367,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not specified
37554471,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
37554471,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37554471,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37554471,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37554471,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1
37554471,6,From which countries were the sequenced samples obtained?,List,Demographics,Not reported
37554471,7,From what years were the sequenced samples obtained?,List,Demographics,Not reported
37554471,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
37554471,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not reported
37554471,10,What method was used for sequencing?,List,Technical,Not reported
37554471,11,What type of samples were sequenced?,List,Technical,Not reported
37554471,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not reported
37554471,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not reported
37554471,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37554471,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"INSTI, NNRTI, PI"
37554471,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Etravirine, dolutegravir, darunavir, ritonavir"
37573167,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37573167,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37573167,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Unknown
37573167,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Unknown
37573167,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1116
37573167,6,From which countries were the sequenced samples obtained?,List,Demographics,Unknown
37573167,7,From what years were the sequenced samples obtained?,List,Demographics,2010-2021
37573167,8,Were samples cloned prior to sequencing?,Boolean,Technical,Unknown
37573167,9,Which HIV genes were reported to have been sequenced?,List,Technical,PR/RT and integrase
37573167,10,What method was used for sequencing?,List,Technical,Sanger sequencing
37573167,11,What type of samples were sequenced?,List,Technical,Whole-blood and lymphomonocytic cells
37573167,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
37573167,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Unknown
37573167,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37573167,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,INSTI
37573167,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Unknown
37574435,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37574435,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37574435,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37574435,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37574435,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,79
37574435,6,From which countries were the sequenced samples obtained?,List,Demographics,Taiwan
37574435,7,From what years were the sequenced samples obtained?,List,Demographics,2016-2022
37574435,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
37574435,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not reported
37574435,10,What method was used for sequencing?,List,Technical,Not reported
37574435,11,What type of samples were sequenced?,List,Technical,Not reported
37574435,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37574435,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
37574435,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37574435,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NNRTI-based ART or first-generation INSTI-based ART
37574435,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,DTG-based regimens or BIC/FTC/TAF
37585352,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37585352,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37585352,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
37585352,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37585352,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,5805
37585352,6,From which countries were the sequenced samples obtained?,List,Demographics,Botswana
37585352,7,From what years were the sequenced samples obtained?,List,Demographics,2013-2018
37585352,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
37585352,9,Which HIV genes were reported to have been sequenced?,List,Technical,HIV-1 *pol*
37585352,10,What method was used for sequencing?,List,Technical,Next-generation sequencing (NGS)
37585352,11,What type of samples were sequenced?,List,Technical,HIV-1 proviral DNA
37585352,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
37585352,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
37585352,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37585352,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NNRTIs (efavirenz, nevirapine), NRTIs (emtricitabine, lamivudine, tenofovir, zidovudine)"
37585352,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Efavirenz, emtricitabine, tenofovir, lamivudine, nevirapine, zidovudine"
37593123,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37593123,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37593123,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37593123,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
37593123,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"57,902"
37593123,6,From which countries were the sequenced samples obtained?,List,Demographics,China
37593123,7,From what years were the sequenced samples obtained?,List,Demographics,2004-2022
37593123,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available
37593123,9,Which HIV genes were reported to have been sequenced?,List,Technical,HIV-1 *pol* gene region
37593123,10,What method was used for sequencing?,List,Technical,HIV-Trace and IQ-Tree v 2.0.6
37593123,11,What type of samples were sequenced?,List,Technical,Blood samples
37593123,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not available
37593123,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available
37593123,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
37593123,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available
37593123,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available
37626789,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37626789,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37626789,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37626789,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
37626789,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,At least 554
37626789,6,From which countries were the sequenced samples obtained?,List,Demographics,Ethiopia
37626789,7,From what years were the sequenced samples obtained?,List,Demographics,2007-2019
37626789,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available
37626789,9,Which HIV genes were reported to have been sequenced?,List,Technical,*pol* gene
37626789,10,What method was used for sequencing?,List,Technical,In-house assay using ABI-3730 DNA genetic analyzer
37626789,11,What type of samples were sequenced?,List,Technical,Plasma
37626789,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37626789,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available
37626789,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37626789,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs (Zidovudine, Lamivudine, Stavudine) and NNRTIs (Nevirapine, Efavirenz)"
37626789,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Zidovudine (AZT), Lamivudine(3TC), Nevirapine (NVP), Stavudine(D4T), Efavirenz (EFV)"
37632026,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37632026,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37632026,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
37632026,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,"MK580543-MK580618 ; JF273935-JF273965 ; JQ796152-JQ796169, MK867721-MK867755 ; and OQ985493-OQ985958"
37632026,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,759
37632026,6,From which countries were the sequenced samples obtained?,List,Demographics,Cameroon
37632026,7,From what years were the sequenced samples obtained?,List,Demographics,2011-2019
37632026,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
37632026,9,Which HIV genes were reported to have been sequenced?,List,Technical,HIV-1 pol-gene (protease and reverse-transcriptase regions)
37632026,10,What method was used for sequencing?,List,Technical,Applied Biosystems 3500 genetic analyzer
37632026,11,What type of samples were sequenced?,List,Technical,Plasma samples
37632026,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37632026,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
37632026,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37632026,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NNRTI and PI/r
37632026,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"AZT, D4T, XTC, TDF, and ABC"
37632071,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37632071,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37632071,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37632071,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37632071,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,329
37632071,6,From which countries were the sequenced samples obtained?,List,Demographics,Italy
37632071,7,From what years were the sequenced samples obtained?,List,Demographics,2019-2022
37632071,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
37632071,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not reported
37632071,10,What method was used for sequencing?,List,Technical,Not reported
37632071,11,What type of samples were sequenced?,List,Technical,Plasma HIV RNA
37632071,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not reported
37632071,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
37632071,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37632071,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"INSTI, NNRTI, PI"
37632071,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
37649807,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
37649807,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37649807,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37649807,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37649807,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"793,902"
37649807,6,From which countries were the sequenced samples obtained?,List,Demographics,Kenya
37649807,7,From what years were the sequenced samples obtained?,List,Demographics,2015-2021
37649807,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
37649807,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not reported
37649807,10,What method was used for sequencing?,List,Technical,Not reported
37649807,11,What type of samples were sequenced?,List,Technical,Plasma samples
37649807,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37649807,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not reported
37649807,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37649807,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"TDF, 3TC, FTC, NNRTI, DTG, PI"
37649807,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"TDF, 3TC, FTC, NNRTI, DTG, PI"
37662576,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
37662576,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37662576,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37662576,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
37662576,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not available
37662576,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available
37662576,7,From what years were the sequenced samples obtained?,List,Demographics,Not available
37662576,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available
37662576,9,Which HIV genes were reported to have been sequenced?,List,Technical,HIV-1 protease gene
37662576,10,What method was used for sequencing?,List,Technical,Not available
37662576,11,What type of samples were sequenced?,List,Technical,Not available
37662576,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not available
37662576,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available
37662576,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Not available
37662576,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available
37662576,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available
37674678,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37674678,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37674678,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
37674678,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37674678,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"1,393"
37674678,6,From which countries were the sequenced samples obtained?,List,Demographics,Not reported
37674678,7,From what years were the sequenced samples obtained?,List,Demographics,2019-2021
37674678,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
37674678,9,Which HIV genes were reported to have been sequenced?,List,Technical,pol gene
37674678,10,What method was used for sequencing?,List,Technical,Automatic DNA sequencing using ABI 3730XL
37674678,11,What type of samples were sequenced?,List,Technical,Plasma samples
37674678,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not reported
37674678,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not reported
37674678,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Not reported
